"ORGANIZATION NAME","ITEM NUMBER","ITEM DESCRIPTION",UOM,"ON HAND",
"084 Org FF.Xuân Trường - ANOVA FARM (Cost Org)",49594,"Ống chích tự động HSW Eco-matic 2ml -CATBD",Cái,9,
"084 Org FF.Xuân Trường - ANOVA FARM (Cost Org)",49603,"Kềm bấm thẻ tai heo Aflflex -FT",Cái,1,
"084 Org FF.Xuân Trường - ANOVA FARM (Cost Org)",49644,"Quần đồng phục kaki xanh đen -Quang Tuấn",Cái,16,
"084 Org FF.Xuân Trường - ANOVA FARM (Cost Org)",50011,"AFA-Baby A (Lacta)- Hàng xá",Kg,3952,
"084 Org FF.Xuân Trường - ANOVA FARM (Cost Org)",50298,"Quần áo BHLD - cho khách (xanh bơ) -Quang Tuấn",Bộ,4,
"084 Org FF.Xuân Trường - ANOVA FARM (Cost Org)",50616,"Cân Đồng Hồ 20Kg- Nhơn Hòa -HAT",Cái,1,
"084 Org FF.Xuân Trường - ANOVA FARM (Cost Org)",50704,"T 34-Bình Minh  -HAT",Cái,20,
"084 Org FF.Xuân Trường - ANOVA FARM (Cost Org)",50732,"Kim inox số 12x20 (hộp xanh dương) -CATBD",Vĩ,166,
"084 Org FF.Xuân Trường - ANOVA FARM (Cost Org)",50737,"Kim inox số 16x20 (hộp xanh dương) -CATBD",Vĩ,100,
"084 Org FF.Xuân Trường - ANOVA FARM (Cost Org)",51079,"Nova C 100 10Kg Bag",Bao,1,
"084 Org FF.Xuân Trường - ANOVA FARM (Cost Org)",51175,"Van Khóa Nhựa 42 Chiutong -HAT",Cái,7,
"084 Org FF.Xuân Trường - ANOVA FARM (Cost Org)",51235,"Dây Điện Đơn Cv 4.0 - Cadivi -HAT",M,100,
"084 Org FF.Xuân Trường - ANOVA FARM (Cost Org)",51291,"Xô Thùng Sơn  18 Lít -Không Nắp -HAT",Cái,11,
"084 Org FF.Xuân Trường - ANOVA FARM (Cost Org)",51454,"Test kiểm tra nhanh dịch tả lợn châu Phi - Rocbiotech Inc – Mỹ- 20 cái/Hộp - FA",Cái,50,
"084 Org FF.Xuân Trường - ANOVA FARM (Cost Org)",52288,"Kim bấm thẻ tai TQ -Lê Anh",Cái,10,
"084 Org FF.Xuân Trường - ANOVA FARM (Cost Org)",53098,"Khung sàn đỡ đan nhựa 0.8*2.2m (La 40x4 li) nhúng kẽm -Tư Huỳnh",Cái,58,
"084 Org FF.Xuân Trường - ANOVA FARM (Cost Org)",53099,"Đan nhựa 40*55*3.2cm *1.4kg (Màu cam, chốt dài) -Tư Huỳnh",Cái,464,
"084 Org FF.Xuân Trường - ANOVA FARM (Cost Org)",54089,"Bio - Para KC New 1Kg/gói",Gói,51,
"084 Org FF.Xuân Trường - ANOVA FARM (Cost Org)",54157,"Thẻ tai heo đỏ Pháp -Kim Hoàn",Cái,400,
"084 Org FF.Xuân Trường - ANOVA FARM (Cost Org)",54318,"Bóng hồng ngoại Interheat 100W",Cái,22,
"084 Org FF.Xuân Trường - ANOVA FARM (Cost Org)",54624,"Zactran 100ml/chai",Chai,4,
"084 Org FF.Xuân Trường - ANOVA FARM (Cost Org)",54839,"Heo cái # FP Lộc Hòa +W19/2023 (1 máu)",Con,6,
"084 Org FF.Xuân Trường - ANOVA FARM (Cost Org)",54841,"`Heo đực # FP Lộc Hòa +W19/2023",Con,2,
"084 Org FF.Xuân Trường - ANOVA FARM (Cost Org)",54843,"Heo đực # FP Lộc Hòa +W20/2023",Con,1,
"084 Org FF.Xuân Trường - ANOVA FARM (Cost Org)",54844,"Heo thương phẩm # FP Lộc Hòa+W20/2023",Con,126,
"084 Org FF.Xuân Trường - ANOVA FARM (Cost Org)",54898,"Heo cái # FP Lộc Hòa +W21/2023 (1 máu)",Con,15,
"084 Org FF.Xuân Trường - ANOVA FARM (Cost Org)",54899,"Heo đực # FP Lộc Hòa +W21/2023",Con,2,
"084 Org FF.Xuân Trường - ANOVA FARM (Cost Org)",54900,"Heo thương phẩm # FP Lộc Hòa+W21/2023",Con,387,
"084 Org FF.Xuân Trường - ANOVA FARM (Cost Org)",55023,"Heo cái # FP Lộc Hòa +W22/2023 (1 máu)",Con,6,
"084 Org FF.Xuân Trường - ANOVA FARM (Cost Org)",55025,"Heo thương phẩm # FP Lộc Hòa+W22/2023",Con,690,
"084 Org FF.Xuân Trường - ANOVA FARM (Cost Org)",55056,"Heo cái # FP Lộc Hòa +W23/2023 (1 máu)",Con,10,
"084 Org FF.Xuân Trường - ANOVA FARM (Cost Org)",55057,"Heo cái # FP Lộc Hòa +W24/2023 (1 máu)",Con,10,
"084 Org FF.Xuân Trường - ANOVA FARM (Cost Org)",55059,"Heo thương phẩm # FP Lộc Hòa+W24/2023",Con,703,
"084 Org FF.Xuân Trường - ANOVA FARM (Cost Org)",55169,"Bộ Tua Vít Đóng Tự Động Kapusi -HAT",Bộ,1,
"084 Org FF.Xuân Trường - ANOVA FARM (Cost Org)",55180,"Mcb ( Cb Tép) Bkn 3P-63A-6Ka- Ls -HAT",Cái,1,
"084 Org FF.Xuân Trường - ANOVA FARM (Cost Org)",55183,"Nhấn Bi Thủy Lực Phi 3/8 ( Đực+Cái) - Đồng -HAT",Bộ,4,
"084 Org FF.Xuân Trường - ANOVA FARM (Cost Org)",55196,"Sắt xây dượng -tròn Trơn Phi 6 ( -HAT",Kg,15,
"084 Org FF.Xuân Trường - ANOVA FARM (Cost Org)",55392,"Heo thương phẩm # FP Tân Thắng+W26/2023",Con,1295,
"084 Org FF.Xuân Trường - ANOVA FARM (Cost Org)",55408,"Heo cái # FP Lộc Hòa +W28/2023 (1 máu)",Con,6,
"084 Org FF.Xuân Trường - ANOVA FARM (Cost Org)",55480,"Heo thương phẩm # FP Tân Thắng+W29/2023",Con,1276,
"084 Org FF.Xuân Trường - ANOVA FARM (Cost Org)",55497,"Bao Tay Cao Su Size L- Cầu Vòng -HAT",Đôi,4,
"084 Org FF.Xuân Trường - ANOVA FARM (Cost Org)",55583,"Heo thương phẩm # FP Lộc Hòa+W29/2023",Con,984,
"084 Org FF.Xuân Trường - ANOVA FARM (Cost Org)",55586,"Heo cái # FP Lộc Hòa +M7/2023 (2 máu)",Con,21,
"084 Org FF.Xuân Trường - ANOVA FARM (Cost Org)",55674,"Heo thương phẩm # FP Tân Thắng+W32/2023",Con,1340,
"084 Org FF.Xuân Trường - ANOVA FARM (Cost Org)",55751,"Công Tắc Xoay Mrs-R3A2 / 3 Vị Trí - Phi 22 - Hanyoung -HAT",Cái,3,
"084 Org FF.Xuân Trường - ANOVA FARM (Cost Org)",55758,"Đồng Hồ Điện ( 3 Pha ) 50/100A Emic Trực Tiếp -HAT",Cái,1,
"084 Org FF.Xuân Trường - ANOVA FARM (Cost Org)",55787,"Van Gạt Ren Ngoài Phi 27 - Đồng Miha -HAT",Cái,8,
"084 Org FF.Xuân Trường - ANOVA FARM (Cost Org)",55917,"Heo thương phẩm # FP Tân Thắng+W36/2023",Con,953,
"084 Org FF.Xuân Trường - ANOVA FARM (Cost Org)",55985,"Heo đực # FP Lộc Hòa +M9/2023",Con,1,
"084 Org FF.Xuân Trường - ANOVA FARM (Cost Org)",55986,"Heo cái # FP Lộc Hòa +M9/2023 (2 máu)",Con,30,
"084 Org FF.Xuân Trường - ANOVA FARM (Cost Org)",55987,"Heo cái # FP Lộc Hòa +M9/2023 (1 máu)",Con,30,
"084 Org FF.Xuân Trường - ANOVA FARM (Cost Org)",56024,"Heo thương phẩm # FP Lộc Hòa+W38/2023",Con,1435,
"084 Org FF.Xuân Trường - ANOVA FARM (Cost Org)",56049,"Đầu Cốt Điện Phi 120 Đồng Nhôm -HAT",Cái,8,
"084 Org FF.Xuân Trường - ANOVA FARM (Cost Org)",56050,"Đầu Cốt Điện Phi 150 Đồng Nhôm -HAT",Cái,8,
"084 Org FF.Xuân Trường - ANOVA FARM (Cost Org)",56057,"Kẹp Cáp Điện 2 Bulong 150-150 -HAT",Cái,5,
"084 Org FF.Xuân Trường - ANOVA FARM (Cost Org)",56189,"Heo thương phẩm # FP Lộc Hòa+W40/2023",Con,1541,
"084 Org FF.Xuân Trường - ANOVA FARM (Cost Org)",56190,"Heo cái # FP Lộc Hòa +M10/2023 (2 máu)",Con,11,
"084 Org FF.Xuân Trường - ANOVA FARM (Cost Org)",56191,"Heo cái # FP Lộc Hòa +M10/2023 (1 máu)",Con,7,
"086 Org FF.Suối Ngô - ANOVA FARM (Cost Org)",564,"Nova Amdecol 100mlx30",Chai,57,
"086 Org FF.Suối Ngô - ANOVA FARM (Cost Org)",616,"Nova Enrocin 10% 100mlx30",Chai,202,
"086 Org FF.Suối Ngô - ANOVA FARM (Cost Org)",699,"Novasal 100mlx30",Chai,550,
"086 Org FF.Suối Ngô - ANOVA FARM (Cost Org)",7947,"TyloGen AP 100ml/chai",Chai,290,
"086 Org FF.Suối Ngô - ANOVA FARM (Cost Org)",8968,"Formal 30 lít/can",Lít,240,
"086 Org FF.Suối Ngô - ANOVA FARM (Cost Org)",9210,"Bộ SG.Cept 500ml",Bộ,190,
"086 Org FF.Suối Ngô - ANOVA FARM (Cost Org)",9949,"Iodine 10% AP 20lit/can",Can,2,
"086 Org FF.Suối Ngô - ANOVA FARM (Cost Org)",11976,"Nova Flordox 10Kg Bag",Bao,1.4,
"086 Org FF.Suối Ngô - ANOVA FARM (Cost Org)",13285,"Bio-Anazin C 100ml/chai",Chai,60,
"086 Org FF.Suối Ngô - ANOVA FARM (Cost Org)",13714,"Bio-Vitamin K 100ml/chai",Chai,16,
"086 Org FF.Suối Ngô - ANOVA FARM (Cost Org)",13827,"Bio-Tiamulin 100ml/chai",Chai,25,
"086 Org FF.Suối Ngô - ANOVA FARM (Cost Org)",13961,"Dầu DO 0.05S - 200lít/phuy",Lít,800,
"086 Org FF.Suối Ngô - ANOVA FARM (Cost Org)",14852,"AFA Nova Mectin 1% 20ml/chai",Lọ,90,
"086 Org FF.Suối Ngô - ANOVA FARM (Cost Org)",15761,"Bio-Bromhexine 100ml/chai",Chai,70,
"086 Org FF.Suối Ngô - ANOVA FARM (Cost Org)",15860,"HC Vac 50ds (dạng bánh) + nước pha (100ml/lọ)+50liều/chai + nước pha++",Bộ,189,
"086 Org FF.Suối Ngô - ANOVA FARM (Cost Org)",16328,"BIO-FLUNIXIN 100ML/CHAI",Chai,20,
"086 Org FF.Suối Ngô - ANOVA FARM (Cost Org)",16719,"Bio-Lactated Ringer's 500ml/chai",Chai,54,
"086 Org FF.Suối Ngô - ANOVA FARM (Cost Org)",16722,"TH4 200lít/phuy",Lít,5400,
"086 Org FF.Suối Ngô - ANOVA FARM (Cost Org)",16986,"DOXY #1kg/gói (25 gói/ thùng)+ANOVA PHARMA+Việt Nam",Gói,33,
"086 Org FF.Suối Ngô - ANOVA FARM (Cost Org)",16987,"OXYTETRA#1kg/gói (25 gói/ thùng)+ANOVA PHARMA+Việt Nam",Gói,19,
"086 Org FF.Suối Ngô - ANOVA FARM (Cost Org)",16988,"AMOX #1kg/gói (25 gói/ thùng)+ANOVA PHARMA+Việt Nam",Gói,99,
"086 Org FF.Suối Ngô - ANOVA FARM (Cost Org)",22033,"Bio-Enro 50 WSP (1kg/gói)",Kg,169,
"086 Org FF.Suối Ngô - ANOVA FARM (Cost Org)",22034,"Porcilis Begonia 10ds (dạng bánh) + Unisolve nước pha (20ml/lọ)",Lọ,2,
"086 Org FF.Suối Ngô - ANOVA FARM (Cost Org)",22408,"Bio-Peni Strepto 100ml",Chai,20,
"086 Org FF.Suối Ngô - ANOVA FARM (Cost Org)",22686,"Porcilis Begonia 50ds (dạng bánh) + Unisolve nước pha (100ml/chai)",Chai,5,
"086 Org FF.Suối Ngô - ANOVA FARM (Cost Org)",23726,"Aftogen Oleo - Vaccin FMD 60ds (120ml/chai)",Chai,193,
"086 Org FF.Suối Ngô - ANOVA FARM (Cost Org)",28308,"Sút (NaOH) 25kg/bao",Kg,100,
"086 Org FF.Suối Ngô - ANOVA FARM (Cost Org)",29802,"BIO-DELTOX 1LÍT/CAN",Can,54,
"086 Org FF.Suối Ngô - ANOVA FARM (Cost Org)",29829,"Vôi 25kg/bao",Kg,2010,
"086 Org FF.Suối Ngô - ANOVA FARM (Cost Org)",30604,"Aftogen Oleo - Vaccin FMD 25ds (50ml/chai)",Chai,52,
"086 Org FF.Suối Ngô - ANOVA FARM (Cost Org)",31159,PRELAC#25kg/bao+NUTRIFEED+Netherlands+NONETAX,Kg,69,
"086 Org FF.Suối Ngô - ANOVA FARM (Cost Org)",31579,"AFA-Baby B - Hàng xá",Kg,17326,
"086 Org FF.Suối Ngô - ANOVA FARM (Cost Org)",31580,"AFA-Baby C - Hàng xá",Kg,2168,
"086 Org FF.Suối Ngô - ANOVA FARM (Cost Org)",31581,"AFA-A16 - Hàng xá",Kg,4898,
"086 Org FF.Suối Ngô - ANOVA FARM (Cost Org)",31755,"Bio-Fenbendazol 10kg/bao",Kg,2,
"086 Org FF.Suối Ngô - ANOVA FARM (Cost Org)",34172,"Tylodox AP 10kg/bao",Bao,3.1,
"086 Org FF.Suối Ngô - ANOVA FARM (Cost Org)",34489,"Tiamulin WSP AP 10kg/Bao # (farm)",Bao,5.7,
"086 Org FF.Suối Ngô - ANOVA FARM (Cost Org)",35441,"Racumin - 1kg/gói",Kg,8,
"086 Org FF.Suối Ngô - ANOVA FARM (Cost Org)",35444,"Thuốc tím KMNO4 50kg/thùng",Kg,350,
"086 Org FF.Suối Ngô - ANOVA FARM (Cost Org)",35663,"Nova Dexa 20 (New) (Local) 100mlx30",Chai,417,
"086 Org FF.Suối Ngô - ANOVA FARM (Cost Org)",36172,"Farmxide New 200 lit/phuy",Phuy,2,
"086 Org FF.Suối Ngô - ANOVA FARM (Cost Org)",36528,"DOXY 10kg/thùng # (Farm)",Thùng,0.3,
"086 Org FF.Suối Ngô - ANOVA FARM (Cost Org)",37890,"Xà bông rửa tay 20lit/can",Can,2,
"086 Org FF.Suối Ngô - ANOVA FARM (Cost Org)",44593,"Aqua ORG",Kg,225,
"086 Org FF.Suối Ngô - ANOVA FARM (Cost Org)",44998,"AFA-Baby C Super - hàng xá",Kg,10895,
"086 Org FF.Suối Ngô - ANOVA FARM (Cost Org)",45096,"Clamoxyl LA 250ml/chai",Chai,27,
"086 Org FF.Suối Ngô - ANOVA FARM (Cost Org)",48599,"Bao Tay Cao Su Size Xl- Cầu Vòng -HAT",Đôi,6,
"086 Org FF.Suối Ngô - ANOVA FARM (Cost Org)",48617,"Bịch Nilong Dẻo (Pe) 20X30 (1 Kg ) -HAT",Kg,2,
"086 Org FF.Suối Ngô - ANOVA FARM (Cost Org)",48629,"Bóng Đèn Uv 120Cm- Andawo -HAT",Cái,5,
"086 Org FF.Suối Ngô - ANOVA FARM (Cost Org)",48643,"Ca Múc Nước 2L - Có Cán- Đại Triển -HAT",Cái,3,
"086 Org FF.Suối Ngô - ANOVA FARM (Cost Org)",48649,"Cánh Quạt Máy Bơm Nổi 1,5Hp  - Nhựa- Tân Hoàn Cầu -HAT",Cái,5,
"086 Org FF.Suối Ngô - ANOVA FARM (Cost Org)",48656,"Chiếu Bắc 1.2X2M -HAT",Cái,5,
"086 Org FF.Suối Ngô - ANOVA FARM (Cost Org)",48659,"Chổi Dừa Cán Dài - Đai Sắt -HAT",Cây,20,
"086 Org FF.Suối Ngô - ANOVA FARM (Cost Org)",48660,"Chổi Lúa Quét Nhà Cán Dài 1M -HAT",Cái,4,
"086 Org FF.Suối Ngô - ANOVA FARM (Cost Org)",48672,"Cước Rửa Chén Inox 12 Cái/ Lốc- Lớn - Sun -HAT",Dây,60,
"086 Org FF.Suối Ngô - ANOVA FARM (Cost Org)",48674,"Đá Cắt Sắt A100 - Hải Dương  -HAT",Cái,50,
"086 Org FF.Suối Ngô - ANOVA FARM (Cost Org)",48699,"Dây Ống Nước Dẻo 25- Thanh Huyền - 50M/ 14Kg -HAT",Cuộn,1,
"086 Org FF.Suối Ngô - ANOVA FARM (Cost Org)",48700,"Dây Rút 5 X 300 ,100 Sợi/Bịch -HAT",Bịch,3,
"086 Org FF.Suối Ngô - ANOVA FARM (Cost Org)",48732,"Gối Hơi ( Có Sẵn Bao Gối) 60 X 40 Cm, Hoàng Gia -HAT",Cái,5,
"086 Org FF.Suối Ngô - ANOVA FARM (Cost Org)",48811,"Nối Thẳng 60- Bình Minh - Dày -HAT",Cái,10,
"086 Org FF.Suối Ngô - ANOVA FARM (Cost Org)",48817,"Nước Tẩy Toilet 960Ml- Okay -HAT",Chai,26,
"086 Org FF.Suối Ngô - ANOVA FARM (Cost Org)",48832,"Phích Cắm Âm P14T - Ominsu -HAT",Cái,7,
"086 Org FF.Suối Ngô - ANOVA FARM (Cost Org)",48848,"Rổ Nhựa  Số 346-60Cm- Hiệp Thành -HAT",Cái,2,
"086 Org FF.Suối Ngô - ANOVA FARM (Cost Org)",48896,"Ủng Xanh Rêu Thùy Dương Size 11, 11.5 -HAT",Đôi,13,
"086 Org FF.Suối Ngô - ANOVA FARM (Cost Org)",48981,"Ống chích nhựa Recca 10ml-Lê Anh",Cây,15,
"086 Org FF.Suối Ngô - ANOVA FARM (Cost Org)",49230,"Van Khóa Nhựa 21 Chiutong -HAT",Cái,5,
"086 Org FF.Suối Ngô - ANOVA FARM (Cost Org)",49280,"Mcb ( Cb Tép) Bkn 3P-32A-6Ka- Ls -HAT",Cái,4,
"086 Org FF.Suối Ngô - ANOVA FARM (Cost Org)",49281,"Rơ Le Nhiệt Mt32 ( 12-18A )  / Ls -HAT",Cái,2,
"086 Org FF.Suối Ngô - ANOVA FARM (Cost Org)",49308,"Khóa Từ Cửa Đơn 272Kg ( 12V ) -HAT",Cái,1,
"086 Org FF.Suối Ngô - ANOVA FARM (Cost Org)",49332,"Dao Cắt Cỏ 355X25.4X2X2T -HAT",Cái,1,
"086 Org FF.Suối Ngô - ANOVA FARM (Cost Org)",49338,"Ủng Xanh Rêu Thùy Dương Size 10.5 -HAT",Đôi,4,
"086 Org FF.Suối Ngô - ANOVA FARM (Cost Org)",49363,"Bịch Dây Thun Vòng Nhỏ 500G/ Bịch -HAT",Kg,1,
"086 Org FF.Suối Ngô - ANOVA FARM (Cost Org)",49390,"Lõi Lọc Nước Số 1 (5 Miccro)- Kangaroo -HAT",Cái,1,
"086 Org FF.Suối Ngô - ANOVA FARM (Cost Org)",49391,"Lõi Lọc Nước Số 2 - Than Hoạt Tính-Kangaroo -HAT",Cái,1,
"086 Org FF.Suối Ngô - ANOVA FARM (Cost Org)",49392,"Lõi Lọc Nước Số 3 -1 Miccro- Kangaroo -HAT",Cái,1,
"086 Org FF.Suối Ngô - ANOVA FARM (Cost Org)",49395,"Phích Cắm 10A- Chống Vỡ P17- Ominsu -HAT",Cái,70,
"086 Org FF.Suối Ngô - ANOVA FARM (Cost Org)",49400,"Sơn Xịt Đỏ A211- Win -HAT",Chai,60,
"086 Org FF.Suối Ngô - ANOVA FARM (Cost Org)",49401,"Sơn Xịt Xanh A242  - Win -HAT",Chai,38,
"086 Org FF.Suối Ngô - ANOVA FARM (Cost Org)",49594,"Ống chích tự động HSW Eco-matic 2ml -CATBD",Cái,8,
"086 Org FF.Suối Ngô - ANOVA FARM (Cost Org)",49644,"Quần đồng phục kaki xanh đen -Quang Tuấn",Cái,6,
"086 Org FF.Suối Ngô - ANOVA FARM (Cost Org)",50011,"AFA-Baby A (Lacta)- Hàng xá",Kg,5320,
"086 Org FF.Suối Ngô - ANOVA FARM (Cost Org)",50169,"Colistin 50% (10kg/bao, trộn TA)",Kg,23,
"086 Org FF.Suối Ngô - ANOVA FARM (Cost Org)",50263,"Nhớt 2 Thì Castrol  2T- Activ - 1Lit -HAT",Chai,3,
"086 Org FF.Suối Ngô - ANOVA FARM (Cost Org)",50270,"Ống Nhựa Hdpe Trơn Phi 40 , Dày 3.7Mm - Bình Minh -HAT",M,100,
"086 Org FF.Suối Ngô - ANOVA FARM (Cost Org)",50299,"Quần áo BHLD - cho NV (xanh đen) -Quang Tuấn",Bộ,10,
"086 Org FF.Suối Ngô - ANOVA FARM (Cost Org)",50300,"Quần áo bảo vệ -Quang Tuấn",Hộp,3,
"086 Org FF.Suối Ngô - ANOVA FARM (Cost Org)",50301,"Nón bảo vệ -Quang Tuấn",Cái,2,
"086 Org FF.Suối Ngô - ANOVA FARM (Cost Org)",50644,"Đồng Hồ Nước Sạch Phi 49 - Trung Đức ( Không Kiểm Định ) -HAT",Cái,1,
"086 Org FF.Suối Ngô - ANOVA FARM (Cost Org)",50691,"Rắc Co Nhựa 60 Taijaan -HAT",Cái,4,
"086 Org FF.Suối Ngô - ANOVA FARM (Cost Org)",50708,"Tán Xi 10Mm   ( Bịch 100 Con) -HAT",Bịch,1,
"086 Org FF.Suối Ngô - ANOVA FARM (Cost Org)",50732,"Kim inox số 12x20 (hộp xanh dương) -CATBD",Vĩ,110,
"086 Org FF.Suối Ngô - ANOVA FARM (Cost Org)",50734,"Kim inox số 9x20 -CATBD",Vĩ,40,
"086 Org FF.Suối Ngô - ANOVA FARM (Cost Org)",50735,"Ống chích Inox 10ml DI 304 -CATBD",Cái,3,
"086 Org FF.Suối Ngô - ANOVA FARM (Cost Org)",50737,"Kim inox số 16x20 (hộp xanh dương) -CATBD",Vĩ,110,
"086 Org FF.Suối Ngô - ANOVA FARM (Cost Org)",51175,"Van Khóa Nhựa 42 Chiutong -HAT",Cái,10,
"086 Org FF.Suối Ngô - ANOVA FARM (Cost Org)",51178,"Ốc Bắn Tôn Lục Giác 4F- Việt Nam ( 200 Cái) -HAT",Bịch,1,
"086 Org FF.Suối Ngô - ANOVA FARM (Cost Org)",51193,"Khởi Động Từ Mc 32A-220V Ls -HAT",Cái,2,
"086 Org FF.Suối Ngô - ANOVA FARM (Cost Org)",51240,"Ống Nước 34- Bình Minh -1.9Mm -HAT",Cây,5,
"086 Org FF.Suối Ngô - ANOVA FARM (Cost Org)",51291,"Xô Thùng Sơn  18 Lít -Không Nắp -HAT",Cái,3,
"086 Org FF.Suối Ngô - ANOVA FARM (Cost Org)",51454,"Test kiểm tra nhanh dịch tả lợn châu Phi - Rocbiotech Inc – Mỹ- 20 cái/Hộp - FA",Cái,43,
"086 Org FF.Suối Ngô - ANOVA FARM (Cost Org)",51827,"Nova Levasol 10Kg",Bao,1,
"086 Org FF.Suối Ngô - ANOVA FARM (Cost Org)",52172,"Keo Silicon Foam ( Vòi ) 750Ml Apollo  -HAT",Chai,3,
"086 Org FF.Suối Ngô - ANOVA FARM (Cost Org)",52794,"Sáp đánh dấu màu -LA",Cái,30,
"086 Org FF.Suối Ngô - ANOVA FARM (Cost Org)",53242,"Bulong Inox 304 8X40Mm - Có Tán  -NYP",Bộ,50,
"086 Org FF.Suối Ngô - ANOVA FARM (Cost Org)",53265,"Nguồn Tổng ( Tổ Ong) 12V-30A Có Quạt, Trung Quốc -HAT",Cục,1,
"086 Org FF.Suối Ngô - ANOVA FARM (Cost Org)",53269,"Nước Làm Mát Máy Phát 4L - 999 Rocket -HAT",Can,1,
"086 Org FF.Suối Ngô - ANOVA FARM (Cost Org)",53298,"Kim inox số 9x13 (hộp xanh dương) -CATBD",Vĩ,35,
"086 Org FF.Suối Ngô - ANOVA FARM (Cost Org)",53301,"Thẻ tai heo màu cam Allflex LA -Lê Anh",Cái,1000,
"086 Org FF.Suối Ngô - ANOVA FARM (Cost Org)",53860,"Puli Gang Đầu Xịt Màu Đỏ Gắn Vào Máy Xịt 5Hp -HAT",Cái,2,
"086 Org FF.Suối Ngô - ANOVA FARM (Cost Org)",53873,"Puli Gang Đầu Xịt Màu Đỏ Gắn Vào Máy Xịt 2Hp -HAT",Cái,2,
"086 Org FF.Suối Ngô - ANOVA FARM (Cost Org)",54089,"Bio - Para KC New 1Kg/gói",Gói,91,
"086 Org FF.Suối Ngô - ANOVA FARM (Cost Org)",54361,"Kẹp Ngừng Cáp 4X185 -HAT",Cây,4,
"086 Org FF.Suối Ngô - ANOVA FARM (Cost Org)",54377,"Tua Vít 2 Đầu 6Mmx 15Cm- Centery -HAT",Cây,1,
"086 Org FF.Suối Ngô - ANOVA FARM (Cost Org)",54553,"Heo đực # FP Lộc Hòa +W15/2023",Con,2,
"086 Org FF.Suối Ngô - ANOVA FARM (Cost Org)",54624,"Zactran 100ml/chai",Chai,8,
"086 Org FF.Suối Ngô - ANOVA FARM (Cost Org)",54638,"Dây Xịt Bố Kẽm 1 Lớp Dây 3/8 ( 50M/ Sợi ) -HAT",M3,100,
"086 Org FF.Suối Ngô - ANOVA FARM (Cost Org)",54675,"Heo đực # FP Lộc Hòa +W16/2023",Con,2,
"086 Org FF.Suối Ngô - ANOVA FARM (Cost Org)",54676,"Heo thương phẩm # FP Lộc Hòa+W16/2023",Con,16,
"086 Org FF.Suối Ngô - ANOVA FARM (Cost Org)",54939,"Bộ Chỉnh Áp Đầu Xịt  2Hp -HAT",Cái,3,
"086 Org FF.Suối Ngô - ANOVA FARM (Cost Org)",54955,"Nguồn tổ ong 24V - 3A -HAT",Cái,1,
"086 Org FF.Suối Ngô - ANOVA FARM (Cost Org)",54973,"Thẻ tai heo màu xanh dương TQ -LA",Cái,600,
"086 Org FF.Suối Ngô - ANOVA FARM (Cost Org)",55057,"Heo cái # FP Lộc Hòa +W24/2023 (1 máu)",Con,3,
"086 Org FF.Suối Ngô - ANOVA FARM (Cost Org)",55115,"Heo cái # FP Lộc Hòa +W25/2023 (1 máu)",Con,16,
"086 Org FF.Suối Ngô - ANOVA FARM (Cost Org)",55116,"Heo đực # FP Lộc Hòa +W25/2023",Con,2,
"086 Org FF.Suối Ngô - ANOVA FARM (Cost Org)",55117,"Heo thương phẩm # FP Lộc Hòa+W25/2023",Con,828,
"086 Org FF.Suối Ngô - ANOVA FARM (Cost Org)",55167,"Bịch Nilong Dẻo (Pe) 35X50  -HAT",Kg,1,
"086 Org FF.Suối Ngô - ANOVA FARM (Cost Org)",55219,"Heo cái # FP Lộc Hòa +W26/2023 (1 máu)",Con,29,
"086 Org FF.Suối Ngô - ANOVA FARM (Cost Org)",55220,"Heo thương phẩm # FP Lộc Hòa+W26/2023",Con,833,
"086 Org FF.Suối Ngô - ANOVA FARM (Cost Org)",55407,"Heo cái # FP Lộc Hòa +W27/2023 (1 máu)",Con,15,
"086 Org FF.Suối Ngô - ANOVA FARM (Cost Org)",55408,"Heo cái # FP Lộc Hòa +W28/2023 (1 máu)",Con,10,
"086 Org FF.Suối Ngô - ANOVA FARM (Cost Org)",55409,"Heo thương phẩm # FP Lộc Hòa+W28/2023",Con,1767,
"086 Org FF.Suối Ngô - ANOVA FARM (Cost Org)",55502,"Cây Lau Nhà Vắt ( Đầu Tròn) Vắt Trợ Lực- Đồng Tâm -HAT",Cây,8,
"086 Org FF.Suối Ngô - ANOVA FARM (Cost Org)",55586,"Heo cái # FP Lộc Hòa +M7/2023 (2 máu)",Con,25,
"086 Org FF.Suối Ngô - ANOVA FARM (Cost Org)",55603,"Heo thương phẩm # FP Lộc Hòa+W30/2023",Con,896,
"086 Org FF.Suối Ngô - ANOVA FARM (Cost Org)",55604,"Heo đực # FP Lộc Hòa +M7/2023",Con,3,
"086 Org FF.Suối Ngô - ANOVA FARM (Cost Org)",55696,"Heo thương phẩm # FP Lộc Hòa+W32/2023",Con,1275,
"086 Org FF.Suối Ngô - ANOVA FARM (Cost Org)",55697,"Heo cái # FP Lộc Hòa +M8/2023 (2 máu)",Con,131,
"086 Org FF.Suối Ngô - ANOVA FARM (Cost Org)",55698,"Heo cái # FP Lộc Hòa +M8/2023 (1 máu)",Con,153,
"086 Org FF.Suối Ngô - ANOVA FARM (Cost Org)",55742,"Áo Vệ Sinh Máy Lạnh 1.7 Mét -HAT",Cái,1,
